city_code,city,state_short,state_full
6145,Wallace,ID,Idaho
6146,Warren,ID,Idaho
6147,Wayan,ID,Idaho
6148,Weippe,ID,Idaho
6149,Weiser,ID,Idaho
6150,Wendell,ID,Idaho
6151,Weston,ID,Idaho
6152,White Bird,ID,Idaho
6153,Wilder,ID,Idaho
6154,Winchester,ID,Idaho
6155,Worley,ID,Idaho
6156,Yellow Pine,ID,Idaho
6157,Abingdon,IL,Illinois
6158,Adair,IL,Illinois
6159,Addieville,IL,Illinois
6160,Addison,IL,Illinois
6161,Albany,IL,Illinois
6162,Albers,IL,Illinois
6163,Albion,IL,Illinois
6164,Alden,IL,Illinois
6165,Aledo,IL,Illinois
6166,Alexander,IL,Illinois
6167,Alexis,IL,Illinois
6168,Algonquin,IL,Illinois
6169,Alhambra,IL,Illinois
6170,Allendale,IL,Illinois
6171,Allerton,IL,Illinois
6172,Alma,IL,Illinois
6173,Alpha,IL,Illinois
6174,Alsey,IL,Illinois
6175,Alsip,IL,Illinois
6176,Altamont,IL,Illinois
6177,Alto Pass,IL,Illinois
6178,Alton,IL,Illinois
6179,Altona,IL,Illinois
6180,Alvin,IL,Illinois
6181,Amboy,IL,Illinois
6182,Anchor,IL,Illinois
6183,Ancona,IL,Illinois
6184,Andalusia,IL,Illinois
6185,Andover,IL,Illinois
6186,Anna,IL,Illinois
6187,Annapolis,IL,Illinois
6188,Annawan,IL,Illinois
6189,Antioch,IL,Illinois
6190,Apple River,IL,Illinois
6191,Arcola,IL,Illinois
6192,Arenzville,IL,Illinois
6193,Argenta,IL,Illinois
6194,Arlington,IL,Illinois
6195,Arlington Heights,IL,Illinois
6196,Armington,IL,Illinois
6197,Armstrong,IL,Illinois
6198,Aroma Park,IL,Illinois
6199,Arrowsmith,IL,Illinois
6200,Arthur,IL,Illinois
6201,Ashkum,IL,Illinois
6202,Ashland,IL,Illinois
6203,Ashley,IL,Illinois
6204,Ashmore,IL,Illinois
6205,Ashton,IL,Illinois
6206,Assumption,IL,Illinois
6207,Astoria,IL,Illinois
6208,Athens,IL,Illinois
6209,Atkinson,IL,Illinois
6210,Atlanta,IL,Illinois
6211,Atwood,IL,Illinois
6212,Auburn,IL,Illinois
6213,Augusta,IL,Illinois
6214,Aurora,IL,Illinois
6215,Ava,IL,Illinois
6216,Aviston,IL,Illinois
6217,Avon,IL,Illinois
6218,Baileyville,IL,Illinois
6219,Baldwin,IL,Illinois
6220,Bardolph,IL,Illinois
6221,Barnhill,IL,Illinois
6222,Barrington,IL,Illinois
6223,Barry,IL,Illinois
6224,Barstow,IL,Illinois
6225,Bartelso,IL,Illinois
6226,Bartlett,IL,Illinois
6227,Basco,IL,Illinois
6228,Batavia,IL,Illinois
6229,Batchtown,IL,Illinois
6230,Bath,IL,Illinois
6231,Baylis,IL,Illinois
6232,Beardstown,IL,Illinois
6233,Beason,IL,Illinois
6234,Beaverville,IL,Illinois
6235,Beckemeyer,IL,Illinois
6236,Bedford Park,IL,Illinois
6237,Beecher,IL,Illinois
6238,Beecher City,IL,Illinois
6239,Belknap,IL,Illinois
6240,Belle Rive,IL,Illinois
6241,Belleville,IL,Illinois
6242,Bellflower,IL,Illinois
6243,Bellmont,IL,Illinois
6244,Bellwood,IL,Illinois
6245,Belvidere,IL,Illinois
6246,Bement,IL,Illinois
6247,Benld,IL,Illinois
6248,Bensenville,IL,Illinois
6249,Benson,IL,Illinois
6250,Benton,IL,Illinois
6251,Berkeley,IL,Illinois
6252,Berwick,IL,Illinois
6253,Berwyn,IL,Illinois
6254,Bethalto,IL,Illinois
6255,Bethany,IL,Illinois
6256,Big Rock,IL,Illinois
6257,Biggsville,IL,Illinois
6258,Bingham,IL,Illinois
6259,Bishop Hill,IL,Illinois
6260,Bismarck,IL,Illinois
6261,Blackstone,IL,Illinois
6262,Blandinsville,IL,Illinois
6263,Bloomingdale,IL,Illinois
6264,Bloomington,IL,Illinois
6265,Blue Island,IL,Illinois
6266,Blue Mound,IL,Illinois
6267,Bluff Springs,IL,Illinois
6268,Bluffs,IL,Illinois
6269,Bluford,IL,Illinois
6270,Boles,IL,Illinois
6271,Bolingbrook,IL,Illinois
6272,Bondville,IL,Illinois
6273,Bone Gap,IL,Illinois
6274,Bonfield,IL,Illinois
6275,Bonnie,IL,Illinois
6276,Boody,IL,Illinois
6277,Bourbonnais,IL,Illinois
6278,Bowen,IL,Illinois
6279,Braceville,IL,Illinois
6280,Bradford,IL,Illinois
6281,Bradley,IL,Illinois
6282,Braidwood,IL,Illinois
6283,Breese,IL,Illinois
6284,Bridgeport,IL,Illinois
6285,Bridgeview,IL,Illinois
6286,Brighton,IL,Illinois
6287,Brimfield,IL,Illinois
6288,Bristol,IL,Illinois
6289,Broadlands,IL,Illinois
6290,Broadview,IL,Illinois
6291,Brocton,IL,Illinois
6292,Brookfield,IL,Illinois
6293,Brookport,IL,Illinois
6294,Broughton,IL,Illinois
6295,Browning,IL,Illinois
6296,Browns,IL,Illinois
6297,Brownstown,IL,Illinois
6298,Brussels,IL,Illinois
6299,Bryant,IL,Illinois
6300,Buckingham,IL,Illinois
6301,Buckley,IL,Illinois
6302,Buckner,IL,Illinois
6303,Buda,IL,Illinois
6304,Buffalo,IL,Illinois
6305,Buffalo Grove,IL,Illinois
6306,Buffalo Prairie,IL,Illinois
6307,Bulpitt,IL,Illinois
6308,Buncombe,IL,Illinois
6309,Bunker Hill,IL,Illinois
6310,Burbank,IL,Illinois
6311,Bureau,IL,Illinois
6312,Burlington,IL,Illinois
6313,Burnt Prairie,IL,Illinois
6314,Bushnell,IL,Illinois
6315,Butler,IL,Illinois
6316,Byron,IL,Illinois
6317,Cabery,IL,Illinois
6318,Cairo,IL,Illinois
6319,Caledonia,IL,Illinois
6320,Calhoun,IL,Illinois
6321,Calumet City,IL,Illinois
6322,Camargo,IL,Illinois
6323,Cambria,IL,Illinois
6324,Cambridge,IL,Illinois
6325,Camden,IL,Illinois
6326,Cameron,IL,Illinois
6327,Camp Grove,IL,Illinois
6328,Camp Point,IL,Illinois
6329,Campbell Hill,IL,Illinois
6330,Campus,IL,Illinois
6331,Canton,IL,Illinois
6332,Cantrall,IL,Illinois
6333,Capron,IL,Illinois
6334,Carbon Cliff,IL,Illinois
6335,Carbondale,IL,Illinois
6336,Carlinville,IL,Illinois
6337,Carlock,IL,Illinois
6338,Carlyle,IL,Illinois
6339,Carman,IL,Illinois
6340,Carmi,IL,Illinois
6341,Carol Stream,IL,Illinois
6342,Carpentersville,IL,Illinois
6343,Carrier Mills,IL,Illinois
6344,Carrollton,IL,Illinois
6345,Carterville,IL,Illinois
6346,Carthage,IL,Illinois
6347,Cary,IL,Illinois
6348,Casey,IL,Illinois
6349,Caseyville,IL,Illinois
6350,Castleton,IL,Illinois
6351,Catlin,IL,Illinois
6352,Cave In Rock,IL,Illinois
6353,Cedar Point,IL,Illinois
6354,Cedarville,IL,Illinois
6355,Centralia,IL,Illinois
6356,Cerro Gordo,IL,Illinois
6357,Chadwick,IL,Illinois
6358,Chambersburg,IL,Illinois
6359,Champaign,IL,Illinois
6360,Chana,IL,Illinois
6361,Chandlerville,IL,Illinois
6362,Channahon,IL,Illinois
6363,Chapin,IL,Illinois
6364,Charleston,IL,Illinois
6365,Chatham,IL,Illinois
6366,Chatsworth,IL,Illinois
6367,Chebanse,IL,Illinois
6368,Chenoa,IL,Illinois
6369,Cherry,IL,Illinois
6370,Cherry Valley,IL,Illinois
6371,Chester,IL,Illinois
6372,Chesterfield,IL,Illinois
6373,Chestnut,IL,Illinois
6374,Chicago,IL,Illinois
6375,Chicago Heights,IL,Illinois
6376,Chicago Ridge,IL,Illinois
6377,Chillicothe,IL,Illinois
6378,Chrisman,IL,Illinois
6379,Christopher,IL,Illinois
6380,Cicero,IL,Illinois
6381,Cisco,IL,Illinois
6382,Cisne,IL,Illinois
6383,Cissna Park,IL,Illinois
6384,Clare,IL,Illinois
6385,Claremont,IL,Illinois
6386,Clarendon Hills,IL,Illinois
6387,Clay City,IL,Illinois
6388,Clayton,IL,Illinois
6389,Claytonville,IL,Illinois
6390,Clifton,IL,Illinois
6391,Clinton,IL,Illinois
6392,Coal City,IL,Illinois
6393,Coal Valley,IL,Illinois
6394,Coatsburg,IL,Illinois
6395,Cobden,IL,Illinois
6396,Coello,IL,Illinois
6397,Coffeen,IL,Illinois
6398,Colchester,IL,Illinois
6399,Colfax,IL,Illinois
6400,Collinsville,IL,Illinois
6401,Collison,IL,Illinois
6402,Colona,IL,Illinois
6403,Colp,IL,Illinois
6404,Columbia,IL,Illinois
6405,Colusa,IL,Illinois
6406,Compton,IL,Illinois
6407,Concord,IL,Illinois
6408,Congerville,IL,Illinois
6409,Cooksville,IL,Illinois
6410,Cordova,IL,Illinois
6411,Cornell,IL,Illinois
6412,Cornland,IL,Illinois
6413,Cortland,IL,Illinois
6414,Cottage Hills,IL,Illinois
6415,Coulterville,IL,Illinois
6416,Country Club Hills,IL,Illinois
6417,Cowden,IL,Illinois
6418,Creal Springs,IL,Illinois
6419,Crescent City,IL,Illinois
6420,Crest Hill,IL,Illinois
6421,Creston,IL,Illinois
6422,Crete,IL,Illinois
6423,Creve Coeur,IL,Illinois
6424,Cropsey,IL,Illinois
6425,Crossville,IL,Illinois
6426,Crystal Lake,IL,Illinois
6427,Cuba,IL,Illinois
6428,Cullom,IL,Illinois
6429,Cutler,IL,Illinois
6430,Cypress,IL,Illinois
6431,Dahinda,IL,Illinois
6432,Dahlgren,IL,Illinois
6433,Dakota,IL,Illinois
6434,Dale,IL,Illinois
6435,Dallas City,IL,Illinois
6436,Dalton City,IL,Illinois
6437,Dalzell,IL,Illinois
6438,Dana,IL,Illinois
6439,Danforth,IL,Illinois
6440,Danvers,IL,Illinois
6441,Danville,IL,Illinois
6442,Darien,IL,Illinois
6443,Davis,IL,Illinois
6444,Davis Junction,IL,Illinois
6445,Dawson,IL,Illinois
6446,De Land,IL,Illinois
6447,De Soto,IL,Illinois
6448,Decatur,IL,Illinois
6449,Deer Creek,IL,Illinois
6450,Deer Grove,IL,Illinois
6451,Deerfield,IL,Illinois
6452,Dekalb,IL,Illinois
6453,Delavan,IL,Illinois
6454,Dennison,IL,Illinois
6455,Depue,IL,Illinois
6456,Des Plaines,IL,Illinois
6457,Dewey,IL,Illinois
6458,Dewitt,IL,Illinois
6459,Dieterich,IL,Illinois
6460,Divernon,IL,Illinois
6461,Dix,IL,Illinois
6462,Dixon,IL,Illinois
6463,Dolton,IL,Illinois
6464,Dongola,IL,Illinois
6465,Donnellson,IL,Illinois
6466,Donovan,IL,Illinois
6467,Dorsey,IL,Illinois
6468,Dover,IL,Illinois
6469,Dow,IL,Illinois
6470,Dowell,IL,Illinois
6471,Downers Grove,IL,Illinois
6472,Downs,IL,Illinois
6473,Du Bois,IL,Illinois
6474,Du Quoin,IL,Illinois
6475,Dundas,IL,Illinois
6476,Dundee,IL,Illinois
6477,Dunfermline,IL,Illinois
6478,Dunlap,IL,Illinois
6479,Dupo,IL,Illinois
6480,Durand,IL,Illinois
6481,Dwight,IL,Illinois
6482,Eagarville,IL,Illinois
6483,Earlville,IL,Illinois
6484,East Alton,IL,Illinois
6485,East Carondelet,IL,Illinois
6486,East Dubuque,IL,Illinois
6487,East Galesburg,IL,Illinois
6488,East Lynn,IL,Illinois
6489,East Moline,IL,Illinois
6490,East Peoria,IL,Illinois
6491,East Saint Louis,IL,Illinois
6492,Easton,IL,Illinois
6493,Eddyville,IL,Illinois
6494,Edelstein,IL,Illinois
6495,Edgewood,IL,Illinois
6496,Edinburg,IL,Illinois
6497,Edwards,IL,Illinois
6498,Edwardsville,IL,Illinois
6499,Effingham,IL,Illinois
6500,El Paso,IL,Illinois
6501,Elburn,IL,Illinois
6502,Eldena,IL,Illinois
6503,Eldorado,IL,Illinois
6504,Eldred,IL,Illinois
6505,Eleroy,IL,Illinois
6506,Elgin,IL,Illinois
6507,Elizabeth,IL,Illinois
6508,Elizabethtown,IL,Illinois
6509,Elk Grove Village,IL,Illinois
6510,Elkhart,IL,Illinois
6511,Elkville,IL,Illinois
6512,Ellery,IL,Illinois
6513,Elliott,IL,Illinois
6514,Ellis Grove,IL,Illinois
6515,Ellisville,IL,Illinois
6516,Ellsworth,IL,Illinois
6517,Elmhurst,IL,Illinois
6518,Elmwood,IL,Illinois
6519,Elmwood Park,IL,Illinois
6520,Elsah,IL,Illinois
6521,Elvaston,IL,Illinois
6522,Elwin,IL,Illinois
6523,Elwood,IL,Illinois
6524,Emden,IL,Illinois
6525,Emington,IL,Illinois
6526,Emma,IL,Illinois
6527,Energy,IL,Illinois
6528,Enfield,IL,Illinois
6529,Eola,IL,Illinois
6530,Equality,IL,Illinois
6531,Erie,IL,Illinois
6532,Esmond,IL,Illinois
6533,Essex,IL,Illinois
6534,Eureka,IL,Illinois
6535,Evanston,IL,Illinois
6536,Evansville,IL,Illinois
6537,Evergreen Park,IL,Illinois
6538,Ewing,IL,Illinois
6539,Fairbury,IL,Illinois
6540,Fairfield,IL,Illinois
6541,Fairmount,IL,Illinois
6542,Fairview,IL,Illinois
6543,Fairview Heights,IL,Illinois
6544,Farina,IL,Illinois
6545,Farmer City,IL,Illinois
6546,Farmersville,IL,Illinois
6547,Farmington,IL,Illinois
6548,Fenton,IL,Illinois
6549,Ferris,IL,Illinois
6550,Fiatt,IL,Illinois
6551,Fidelity,IL,Illinois
6552,Fieldon,IL,Illinois
6553,Fillmore,IL,Illinois
6554,Findlay,IL,Illinois
6555,Fisher,IL,Illinois
6556,Fithian,IL,Illinois
6557,Flanagan,IL,Illinois
6558,Flat Rock,IL,Illinois
6559,Flora,IL,Illinois
6560,Flossmoor,IL,Illinois
6561,Foosland,IL,Illinois
6562,Forest City,IL,Illinois
6563,Forest Park,IL,Illinois
6564,Forrest,IL,Illinois
6565,Forreston,IL,Illinois
6566,Forsyth,IL,Illinois
6567,Fort Sheridan,IL,Illinois
6568,Fowler,IL,Illinois
6569,Fox Lake,IL,Illinois
6570,Fox River Grove,IL,Illinois
6571,Fox Valley,IL,Illinois
6572,Frankfort,IL,Illinois
6573,Frankfort Heights,IL,Illinois
6574,Franklin,IL,Illinois
6575,Franklin Grove,IL,Illinois
6576,Franklin Park,IL,Illinois
6577,Frederick,IL,Illinois
6578,Freeburg,IL,Illinois
6579,Freeman Spur,IL,Illinois
6580,Freeport,IL,Illinois
6581,Fulton,IL,Illinois
6582,Fults,IL,Illinois
6583,Galatia,IL,Illinois
6584,Galena,IL,Illinois
6585,Galesburg,IL,Illinois
6586,Galt,IL,Illinois
6587,Galva,IL,Illinois
6588,Garden Prairie,IL,Illinois
6589,Gardner,IL,Illinois
6590,Gays,IL,Illinois
6591,Geff,IL,Illinois
6592,Geneseo,IL,Illinois
6593,Geneva,IL,Illinois
6594,Genoa,IL,Illinois
6595,Georgetown,IL,Illinois
6596,Gerlaw,IL,Illinois
6597,German Valley,IL,Illinois
6598,Germantown,IL,Illinois
6599,Gibson City,IL,Illinois
6600,Gifford,IL,Illinois
6601,Gilberts,IL,Illinois
6602,Gillespie,IL,Illinois
6603,Gilman,IL,Illinois
6604,Gilson,IL,Illinois
6605,Girard,IL,Illinois
6606,Gladstone,IL,Illinois
6607,Glasford,IL,Illinois
6608,Glen Carbon,IL,Illinois
6609,Glen Ellyn,IL,Illinois
6610,Glenarm,IL,Illinois
6611,Glencoe,IL,Illinois
6612,Glendale Heights,IL,Illinois
6613,Glenview,IL,Illinois
6614,Glenwood,IL,Illinois
6615,Godfrey,IL,Illinois
6616,Golconda,IL,Illinois
6617,Golden,IL,Illinois
6618,Golden Eagle,IL,Illinois
6619,Golden Gate,IL,Illinois
6620,Golf,IL,Illinois
6621,Good Hope,IL,Illinois
6622,Goodfield,IL,Illinois
6623,Goodwine,IL,Illinois
6624,Goreville,IL,Illinois
6625,Gorham,IL,Illinois
6626,Grafton,IL,Illinois
6627,Grand Chain,IL,Illinois
6628,Grand Ridge,IL,Illinois
6629,Grand Tower,IL,Illinois
6630,Granite City,IL,Illinois
6631,Grant Park,IL,Illinois
6632,Grantsburg,IL,Illinois
6633,Granville,IL,Illinois
6634,Graymont,IL,Illinois
6635,Grayslake,IL,Illinois
6636,Grayville,IL,Illinois
6637,Great Lakes,IL,Illinois
6638,Green Valley,IL,Illinois
6639,Greenfield,IL,Illinois
6640,Greenup,IL,Illinois
6641,Greenview,IL,Illinois
6642,Greenville,IL,Illinois
6643,Gridley,IL,Illinois
6644,Griggsville,IL,Illinois
6645,Groveland,IL,Illinois
6646,Gurnee,IL,Illinois
6647,Hagarstown,IL,Illinois
6648,Hamburg,IL,Illinois
6649,Hamel,IL,Illinois
6650,Hamilton,IL,Illinois
6651,Hammond,IL,Illinois
6652,Hampshire,IL,Illinois
6653,Hampton,IL,Illinois
6654,Hanna City,IL,Illinois
6655,Hanover,IL,Illinois
6656,Hanover Park,IL,Illinois
6657,Hardin,IL,Illinois
6658,Harmon,IL,Illinois
6659,Harrisburg,IL,Illinois
6660,Harristown,IL,Illinois
6661,Hartford,IL,Illinois
6662,Hartsburg,IL,Illinois
6663,Harvard,IL,Illinois
6664,Harvel,IL,Illinois
6665,Harvey,IL,Illinois
6666,Harwood Heights,IL,Illinois
6667,Havana,IL,Illinois
6668,Hazel Crest,IL,Illinois
6669,Hebron,IL,Illinois
6670,Hecker,IL,Illinois
6671,Henderson,IL,Illinois
6672,Hennepin,IL,Illinois
6673,Henning,IL,Illinois
6674,Henry,IL,Illinois
6675,Herod,IL,Illinois
6676,Herrick,IL,Illinois
6677,Herrin,IL,Illinois
6678,Herscher,IL,Illinois
6679,Hettick,IL,Illinois
6680,Heyworth,IL,Illinois
6681,Hickory Hills,IL,Illinois
6682,Hidalgo,IL,Illinois
6683,Highland,IL,Illinois
6684,Highland Park,IL,Illinois
6685,Highwood,IL,Illinois
6686,Hillsboro,IL,Illinois
6687,Hillsdale,IL,Illinois
6688,Hillside,IL,Illinois
6689,Hillview,IL,Illinois
6690,Hinckley,IL,Illinois
6691,Hindsboro,IL,Illinois
6692,Hines,IL,Illinois
6693,Hinsdale,IL,Illinois
6694,Hoffman,IL,Illinois
6695,Hoffman Estates,IL,Illinois
6696,Holcomb,IL,Illinois
6697,Homer,IL,Illinois
6698,Homer Glen,IL,Illinois
6699,Hometown,IL,Illinois
6700,Homewood,IL,Illinois
6701,Hoopeston,IL,Illinois
6702,Hooppole,IL,Illinois
6703,Hopedale,IL,Illinois
6704,Hopkins Park,IL,Illinois
6705,Hoyleton,IL,Illinois
6706,Hudson,IL,Illinois
6707,Huey,IL,Illinois
6708,Hull,IL,Illinois
6709,Humboldt,IL,Illinois
6710,Hume,IL,Illinois
6711,Huntley,IL,Illinois
6712,Huntsville,IL,Illinois
6713,Hurst,IL,Illinois
6714,Hutsonville,IL,Illinois
6715,Illinois City,IL,Illinois
6716,Illiopolis,IL,Illinois
6717,Ina,IL,Illinois
6718,Indianola,IL,Illinois
6719,Industry,IL,Illinois
6720,Ingleside,IL,Illinois
6721,Ingraham,IL,Illinois
6722,Ipava,IL,Illinois
6723,Iroquois,IL,Illinois
6724,Irving,IL,Illinois
6725,Irvington,IL,Illinois
6726,Island Lake,IL,Illinois
6727,Itasca,IL,Illinois
6728,Iuka,IL,Illinois
6729,Ivesdale,IL,Illinois
6730,Jacksonville,IL,Illinois
6731,Jacob,IL,Illinois
6732,Janesville,IL,Illinois
6733,Jerseyville,IL,Illinois
6734,Jewett,IL,Illinois
6735,Johnsonville,IL,Illinois
6736,Johnston City,IL,Illinois
6737,Joliet,IL,Illinois
6738,Jonesboro,IL,Illinois
6739,Joppa,IL,Illinois
6740,Joy,IL,Illinois
6741,Junction,IL,Illinois
6742,Justice,IL,Illinois
6743,Kampsville,IL,Illinois
6744,Kane,IL,Illinois
6745,Kaneville,IL,Illinois
6746,Kankakee,IL,Illinois
6747,Kansas,IL,Illinois
6748,Karbers Ridge,IL,Illinois
6749,Karnak,IL,Illinois
6750,Kasbeer,IL,Illinois
6751,Keenes,IL,Illinois
6752,Keensburg,IL,Illinois
6753,Keithsburg,IL,Illinois
6754,Kell,IL,Illinois
6755,Kempton,IL,Illinois
6756,Kenilworth,IL,Illinois
6757,Kenney,IL,Illinois
6758,Kent,IL,Illinois
6759,Kewanee,IL,Illinois
6760,Keyesport,IL,Illinois
6761,Kilbourne,IL,Illinois
6762,Kincaid,IL,Illinois
6763,Kinderhook,IL,Illinois
6764,Kingston,IL,Illinois
6765,Kingston Mines,IL,Illinois
6766,Kinmundy,IL,Illinois
6767,Kinsman,IL,Illinois
6768,Kirkland,IL,Illinois
6769,Kirkwood,IL,Illinois
6770,Knoxville,IL,Illinois
6771,La Fayette,IL,Illinois
6772,La Grange,IL,Illinois
6773,La Grange Park,IL,Illinois
6774,La Harpe,IL,Illinois
6775,La Moille,IL,Illinois
6776,La Place,IL,Illinois
6777,La Prairie,IL,Illinois
6778,La Rose,IL,Illinois
6779,La Salle,IL,Illinois
6780,Lacon,IL,Illinois
6781,Ladd,IL,Illinois
6782,Lafox,IL,Illinois
6783,Lake Bluff,IL,Illinois
6784,Lake Forest,IL,Illinois
6785,Lake Fork,IL,Illinois
6786,Lake In The Hills,IL,Illinois
6787,Lake Villa,IL,Illinois
6788,Lake Zurich,IL,Illinois
6789,Lakewood,IL,Illinois
6790,Lanark,IL,Illinois
6791,Lancaster,IL,Illinois
6792,Lane,IL,Illinois
6793,Lansing,IL,Illinois
6794,Latham,IL,Illinois
6795,Laura,IL,Illinois
6796,Lawndale,IL,Illinois
6797,Lawrenceville,IL,Illinois
6798,Le Roy,IL,Illinois
6799,Leaf River,IL,Illinois
6800,Lebanon,IL,Illinois
6801,Lee,IL,Illinois
6802,Lee Center,IL,Illinois
6803,Leland,IL,Illinois
6804,Lemont,IL,Illinois
6805,Lena,IL,Illinois
6806,Lenzburg,IL,Illinois
6807,Leonore,IL,Illinois
6808,Lerna,IL,Illinois
6809,Lewistown,IL,Illinois
6810,Lexington,IL,Illinois
6811,Liberty,IL,Illinois
6812,Libertyville,IL,Illinois
6813,Lima,IL,Illinois
6814,Lincoln,IL,Illinois
6815,Lincolns New Salem,IL,Illinois
6816,Lincolnshire,IL,Illinois
6817,Lincolnwood,IL,Illinois
6818,Lindenwood,IL,Illinois
6819,Lisle,IL,Illinois
6820,Litchfield,IL,Illinois
6821,Literberry,IL,Illinois
6822,Little York,IL,Illinois
6823,Littleton,IL,Illinois
6824,Liverpool,IL,Illinois
6825,Livingston,IL,Illinois
6826,Loami,IL,Illinois
6827,Lockport,IL,Illinois
6828,Loda,IL,Illinois
6829,Logan,IL,Illinois
6830,Lomax,IL,Illinois
6831,Lombard,IL,Illinois
6832,London Mills,IL,Illinois
6833,Long Point,IL,Illinois
6834,Longview,IL,Illinois
6835,Loraine,IL,Illinois
6836,Lostant,IL,Illinois
6837,Louisville,IL,Illinois
6838,Lovejoy,IL,Illinois
6839,Loves Park,IL,Illinois
6840,Lovington,IL,Illinois
6841,Lowder,IL,Illinois
6842,Lowpoint,IL,Illinois
6843,Ludlow,IL,Illinois
6844,Lyndon,IL,Illinois
6845,Lynn Center,IL,Illinois
6846,Lyons,IL,Illinois
6847,Macedonia,IL,Illinois
6848,Machesney Park,IL,Illinois
6849,Mackinaw,IL,Illinois
6850,Macomb,IL,Illinois
6851,Macon,IL,Illinois
6852,Madison,IL,Illinois
6853,Maeystown,IL,Illinois
6854,Magnolia,IL,Illinois
6855,Mahomet,IL,Illinois
6856,Makanda,IL,Illinois
6857,Malden,IL,Illinois
6858,Malta,IL,Illinois
6859,Manchester,IL,Illinois
6860,Manhattan,IL,Illinois
6861,Manito,IL,Illinois
6862,Manlius,IL,Illinois
6863,Mansfield,IL,Illinois
6864,Manteno,IL,Illinois
6865,Maple Park,IL,Illinois
6866,Mapleton,IL,Illinois
6867,Maquon,IL,Illinois
6868,Marengo,IL,Illinois
6869,Marietta,IL,Illinois
6870,Marine,IL,Illinois
6871,Marion,IL,Illinois
6872,Marissa,IL,Illinois
6873,Mark,IL,Illinois
6874,Markham,IL,Illinois
6875,Maroa,IL,Illinois
6876,Marseilles,IL,Illinois
6877,Marshall,IL,Illinois
6878,Martinsville,IL,Illinois
6879,Martinton,IL,Illinois
6880,Maryville,IL,Illinois
6881,Mascoutah,IL,Illinois
6882,Mason,IL,Illinois
6883,Mason City,IL,Illinois
6884,Matherville,IL,Illinois
6885,Matteson,IL,Illinois
6886,Mattoon,IL,Illinois
6887,Maunie,IL,Illinois
6888,Maywood,IL,Illinois
6889,Mazon,IL,Illinois
6890,Mc Clure,IL,Illinois
6891,Mc Connell,IL,Illinois
6892,Mc Lean,IL,Illinois
6893,Mc Leansboro,IL,Illinois
6894,Mc Nabb,IL,Illinois
6895,Mchenry,IL,Illinois
6896,Mechanicsburg,IL,Illinois
6897,Media,IL,Illinois
6898,Medinah,IL,Illinois
6899,Medora,IL,Illinois
6900,Melrose Park,IL,Illinois
6901,Melvin,IL,Illinois
6902,Menard,IL,Illinois
6903,Mendon,IL,Illinois
6904,Mendota,IL,Illinois
6905,Meredosia,IL,Illinois
6906,Merna,IL,Illinois
6907,Metamora,IL,Illinois
6908,Metcalf,IL,Illinois
6909,Metropolis,IL,Illinois
6910,Michael,IL,Illinois
6911,Middletown,IL,Illinois
6912,Midlothian,IL,Illinois
6913,Milan,IL,Illinois
6914,Milford,IL,Illinois
6915,Mill Shoals,IL,Illinois
6916,Millbrook,IL,Illinois
6917,Millcreek,IL,Illinois
6918,Milledgeville,IL,Illinois
6919,Miller City,IL,Illinois
6920,Millington,IL,Illinois
6921,Millstadt,IL,Illinois
6922,Milmine,IL,Illinois
6923,Milton,IL,Illinois
6924,Mineral,IL,Illinois
6925,Minier,IL,Illinois
6926,Minonk,IL,Illinois
6927,Minooka,IL,Illinois
6928,Mode,IL,Illinois
6929,Modesto,IL,Illinois
6930,Modoc,IL,Illinois
6931,Mokena,IL,Illinois
6932,Moline,IL,Illinois
6933,Momence,IL,Illinois
6934,Monee,IL,Illinois
6935,Monmouth,IL,Illinois
6936,Monroe Center,IL,Illinois
6937,Montgomery,IL,Illinois
6938,Monticello,IL,Illinois
6939,Montrose,IL,Illinois
6940,Mooseheart,IL,Illinois
6941,Moro,IL,Illinois
6942,Morris,IL,Illinois
6943,Morrison,IL,Illinois
6944,Morrisonville,IL,Illinois
6945,Morton,IL,Illinois
6946,Morton Grove,IL,Illinois
6947,Mossville,IL,Illinois
6948,Mound City,IL,Illinois
6949,Mounds,IL,Illinois
6950,Mount Auburn,IL,Illinois
6951,Mount Carmel,IL,Illinois
6952,Mount Carroll,IL,Illinois
6953,Mount Erie,IL,Illinois
6954,Mount Morris,IL,Illinois
6955,Mount Olive,IL,Illinois
6956,Mount Prospect,IL,Illinois
6957,Mount Pulaski,IL,Illinois
6958,Mount Sterling,IL,Illinois
6959,Mount Vernon,IL,Illinois
6960,Moweaqua,IL,Illinois
6961,Mozier,IL,Illinois
6962,Mt Zion,IL,Illinois
6963,Muddy,IL,Illinois
6964,Mulberry Grove,IL,Illinois
6965,Mulkeytown,IL,Illinois
6966,Muncie,IL,Illinois
6967,Mundelein,IL,Illinois
6968,Murdock,IL,Illinois
6969,Murphysboro,IL,Illinois
6970,Murrayville,IL,Illinois
6971,Nachusa,IL,Illinois
6972,Naperville,IL,Illinois
6973,Nashville,IL,Illinois
6974,Nason,IL,Illinois
6975,National Stock Yards,IL,Illinois
6976,Nauvoo,IL,Illinois
6977,Nebo,IL,Illinois
6978,Neoga,IL,Illinois
6979,Neponset,IL,Illinois
6980,New Athens,IL,Illinois
6981,New Baden,IL,Illinois
6982,New Bedford,IL,Illinois
6983,New Berlin,IL,Illinois
6984,New Boston,IL,Illinois
6985,New Burnside,IL,Illinois
6986,New Canton,IL,Illinois
