city_code,city,state_short,state_full
16717,Hebron,NH,New Hampshire
16718,Henniker,NH,New Hampshire
16719,Hill,NH,New Hampshire
16720,Hillsborough,NH,New Hampshire
16721,Hinsdale,NH,New Hampshire
16722,Holderness,NH,New Hampshire
16723,Hollis,NH,New Hampshire
16724,Hooksett,NH,New Hampshire
16725,Hudson,NH,New Hampshire
16726,Intervale,NH,New Hampshire
16727,Jackson,NH,New Hampshire
16728,Jaffrey,NH,New Hampshire
16729,Jefferson,NH,New Hampshire
16730,Kearsarge,NH,New Hampshire
16731,Keene,NH,New Hampshire
16732,Kingston,NH,New Hampshire
16733,Laconia,NH,New Hampshire
16734,Lancaster,NH,New Hampshire
16735,Lebanon,NH,New Hampshire
16736,Lee,NH,New Hampshire
16737,Lempster,NH,New Hampshire
16738,Lincoln,NH,New Hampshire
16739,Lisbon,NH,New Hampshire
16740,Litchfield,NH,New Hampshire
16741,Littleton,NH,New Hampshire
16742,Lochmere,NH,New Hampshire
16743,Londonderry,NH,New Hampshire
16744,Loudon,NH,New Hampshire
16745,Lyme,NH,New Hampshire
16746,Lyme Center,NH,New Hampshire
16747,Lyndeborough,NH,New Hampshire
16748,Madbury,NH,New Hampshire
16749,Madison,NH,New Hampshire
16750,Manchester,NH,New Hampshire
16751,Marlborough,NH,New Hampshire
16752,Marlow,NH,New Hampshire
16753,Melvin Village,NH,New Hampshire
16754,Meredith,NH,New Hampshire
16755,Meriden,NH,New Hampshire
16756,Merrimack,NH,New Hampshire
16757,Milan,NH,New Hampshire
16758,Milford,NH,New Hampshire
16759,Milton,NH,New Hampshire
16760,Milton Mills,NH,New Hampshire
16761,Mirror Lake,NH,New Hampshire
16762,Monroe,NH,New Hampshire
16763,Mont Vernon,NH,New Hampshire
16764,Moultonborough,NH,New Hampshire
16765,Mount Washington,NH,New Hampshire
16766,Nashua,NH,New Hampshire
16767,Nelson,NH,New Hampshire
16768,New Boston,NH,New Hampshire
16769,New Castle,NH,New Hampshire
16770,New Durham,NH,New Hampshire
16771,New Hampton,NH,New Hampshire
16772,New Ipswich,NH,New Hampshire
16773,New London,NH,New Hampshire
16774,Newbury,NH,New Hampshire
16775,Newfields,NH,New Hampshire
16776,Newington,NH,New Hampshire
16777,Newmarket,NH,New Hampshire
16778,Newport,NH,New Hampshire
16779,Newton,NH,New Hampshire
16780,Newton Junction,NH,New Hampshire
16781,North Conway,NH,New Hampshire
16782,North Hampton,NH,New Hampshire
16783,North Haverhill,NH,New Hampshire
16784,North Salem,NH,New Hampshire
16785,North Sandwich,NH,New Hampshire
16786,North Stratford,NH,New Hampshire
16787,North Sutton,NH,New Hampshire
16788,North Walpole,NH,New Hampshire
16789,North Woodstock,NH,New Hampshire
16790,Northumberland,NH,New Hampshire
16791,Northwood,NH,New Hampshire
16792,Nottingham,NH,New Hampshire
16793,Orford,NH,New Hampshire
16794,Ossipee,NH,New Hampshire
16795,Pelham,NH,New Hampshire
16796,Peterborough,NH,New Hampshire
16797,Piermont,NH,New Hampshire
16798,Pike,NH,New Hampshire
16799,Pittsburg,NH,New Hampshire
16800,Pittsfield,NH,New Hampshire
16801,Plainfield,NH,New Hampshire
16802,Plaistow,NH,New Hampshire
16803,Plymouth,NH,New Hampshire
16804,Portsmouth,NH,New Hampshire
16805,Randolph,NH,New Hampshire
16806,Raymond,NH,New Hampshire
16807,Rindge,NH,New Hampshire
16808,Rochester,NH,New Hampshire
16809,Rollinsford,NH,New Hampshire
16810,Rumney,NH,New Hampshire
16811,Rye,NH,New Hampshire
16812,Rye Beach,NH,New Hampshire
16813,Salem,NH,New Hampshire
16814,Salisbury,NH,New Hampshire
16815,Sanbornton,NH,New Hampshire
16816,Sanbornville,NH,New Hampshire
16817,Sandown,NH,New Hampshire
16818,Seabrook,NH,New Hampshire
16819,Silver Lake,NH,New Hampshire
16820,Somersworth,NH,New Hampshire
16821,South Acworth,NH,New Hampshire
16822,South Hampton,NH,New Hampshire
16823,South Newbury,NH,New Hampshire
16824,South Sutton,NH,New Hampshire
16825,South Tamworth,NH,New Hampshire
16826,Spofford,NH,New Hampshire
16827,Springfield,NH,New Hampshire
16828,Stinson Lake,NH,New Hampshire
16829,Stoddard,NH,New Hampshire
16830,Strafford,NH,New Hampshire
16831,Stratham,NH,New Hampshire
16832,Sugar Hill,NH,New Hampshire
16833,Sullivan,NH,New Hampshire
16834,Sunapee,NH,New Hampshire
16835,Suncook,NH,New Hampshire
16836,Swanzey,NH,New Hampshire
16837,Tamworth,NH,New Hampshire
16838,Temple,NH,New Hampshire
16839,Thornton,NH,New Hampshire
16840,Tilton,NH,New Hampshire
16841,Troy,NH,New Hampshire
16842,Twin Mountain,NH,New Hampshire
16843,Union,NH,New Hampshire
16844,Walpole,NH,New Hampshire
16845,Warner,NH,New Hampshire
16846,Warren,NH,New Hampshire
16847,Washington,NH,New Hampshire
16848,Waterville Valley,NH,New Hampshire
16849,Weare,NH,New Hampshire
16850,Wentworth,NH,New Hampshire
16851,West Chesterfield,NH,New Hampshire
16852,West Lebanon,NH,New Hampshire
16853,West Nottingham,NH,New Hampshire
16854,West Ossipee,NH,New Hampshire
16855,West Peterborough,NH,New Hampshire
16856,West Stewartstown,NH,New Hampshire
16857,West Swanzey,NH,New Hampshire
16858,Westmoreland,NH,New Hampshire
16859,Whitefield,NH,New Hampshire
16860,Wilmot,NH,New Hampshire
16861,Wilton,NH,New Hampshire
16862,Winchester,NH,New Hampshire
16863,Windham,NH,New Hampshire
16864,Winnisquam,NH,New Hampshire
16865,Wolfeboro,NH,New Hampshire
16866,Wolfeboro Falls,NH,New Hampshire
16867,Wonalancet,NH,New Hampshire
16868,Woodstock,NH,New Hampshire
16869,Woodsville,NH,New Hampshire
16870,Absecon,NJ,New Jersey
16871,Adelphia,NJ,New Jersey
16872,Allamuchy,NJ,New Jersey
16873,Allendale,NJ,New Jersey
16874,Allenhurst,NJ,New Jersey
16875,Allentown,NJ,New Jersey
16876,Allenwood,NJ,New Jersey
16877,Alloway,NJ,New Jersey
16878,Alpine,NJ,New Jersey
16879,Andover,NJ,New Jersey
16880,Annandale,NJ,New Jersey
16881,Asbury,NJ,New Jersey
16882,Asbury Park,NJ,New Jersey
16883,Atco,NJ,New Jersey
16884,Atlantic City,NJ,New Jersey
16885,Atlantic Highlands,NJ,New Jersey
16886,Audubon,NJ,New Jersey
16887,Augusta,NJ,New Jersey
16888,Avalon,NJ,New Jersey
16889,Avenel,NJ,New Jersey
16890,Avon By The Sea,NJ,New Jersey
16891,Baptistown,NJ,New Jersey
16892,Barnegat,NJ,New Jersey
16893,Barnegat Light,NJ,New Jersey
16894,Barrington,NJ,New Jersey
16895,Basking Ridge,NJ,New Jersey
16896,Bayonne,NJ,New Jersey
16897,Bayville,NJ,New Jersey
16898,Beach Haven,NJ,New Jersey
16899,Beachwood,NJ,New Jersey
16900,Bedminster,NJ,New Jersey
16901,Belford,NJ,New Jersey
16902,Belle Mead,NJ,New Jersey
16903,Belleville,NJ,New Jersey
16904,Bellmawr,NJ,New Jersey
16905,Belmar,NJ,New Jersey
16906,Belvidere,NJ,New Jersey
16907,Bergenfield,NJ,New Jersey
16908,Berkeley Heights,NJ,New Jersey
16909,Berlin,NJ,New Jersey
16910,Bernardsville,NJ,New Jersey
16911,Beverly,NJ,New Jersey
16912,Birmingham,NJ,New Jersey
16913,Blackwood,NJ,New Jersey
16914,Blairstown,NJ,New Jersey
16915,Blawenburg,NJ,New Jersey
16916,Bloomfield,NJ,New Jersey
16917,Bloomingdale,NJ,New Jersey
16918,Bloomsbury,NJ,New Jersey
16919,Bogota,NJ,New Jersey
16920,Boonton,NJ,New Jersey
16921,Bordentown,NJ,New Jersey
16922,Bound Brook,NJ,New Jersey
16923,Bradley Beach,NJ,New Jersey
16924,Branchville,NJ,New Jersey
16925,Brick,NJ,New Jersey
16926,Bridgeport,NJ,New Jersey
16927,Bridgeton,NJ,New Jersey
16928,Bridgewater,NJ,New Jersey
16929,Brielle,NJ,New Jersey
16930,Brigantine,NJ,New Jersey
16931,Broadway,NJ,New Jersey
16932,Brookside,NJ,New Jersey
16933,Browns Mills,NJ,New Jersey
16934,Budd Lake,NJ,New Jersey
16935,Buena,NJ,New Jersey
16936,Burlington,NJ,New Jersey
16937,Butler,NJ,New Jersey
16938,Buttzville,NJ,New Jersey
16939,Caldwell,NJ,New Jersey
16940,Califon,NJ,New Jersey
16941,Camden,NJ,New Jersey
16942,Cape May,NJ,New Jersey
16943,Cape May Court House,NJ,New Jersey
16944,Cape May Point,NJ,New Jersey
16945,Carlstadt,NJ,New Jersey
16946,Carteret,NJ,New Jersey
16947,Cedar Brook,NJ,New Jersey
16948,Cedar Grove,NJ,New Jersey
16949,Cedar Knolls,NJ,New Jersey
16950,Cedarville,NJ,New Jersey
16951,Changewater,NJ,New Jersey
16952,Chatham,NJ,New Jersey
16953,Chatsworth,NJ,New Jersey
16954,Cherry Hill,NJ,New Jersey
16955,Chester,NJ,New Jersey
16956,Chesterfield,NJ,New Jersey
16957,Clark,NJ,New Jersey
16958,Clarksboro,NJ,New Jersey
16959,Clayton,NJ,New Jersey
16960,Clementon,NJ,New Jersey
16961,Cliffside Park,NJ,New Jersey
16962,Cliffwood,NJ,New Jersey
16963,Clifton,NJ,New Jersey
16964,Clinton,NJ,New Jersey
16965,Closter,NJ,New Jersey
16966,Collingswood,NJ,New Jersey
16967,Cologne,NJ,New Jersey
16968,Colonia,NJ,New Jersey
16969,Colts Neck,NJ,New Jersey
16970,Columbia,NJ,New Jersey
16971,Columbus,NJ,New Jersey
16972,Convent Station,NJ,New Jersey
16973,Cookstown,NJ,New Jersey
16974,Cranbury,NJ,New Jersey
16975,Cranford,NJ,New Jersey
16976,Cream Ridge,NJ,New Jersey
16977,Cresskill,NJ,New Jersey
16978,Dayton,NJ,New Jersey
16979,Deal,NJ,New Jersey
16980,Deepwater,NJ,New Jersey
16981,Deerfield Street,NJ,New Jersey
16982,Delanco,NJ,New Jersey
16983,Delaware,NJ,New Jersey
16984,Delmont,NJ,New Jersey
16985,Delran,NJ,New Jersey
16986,Demarest,NJ,New Jersey
16987,Dennisville,NJ,New Jersey
16988,Denville,NJ,New Jersey
16989,Deptford,NJ,New Jersey
16990,Dividing Creek,NJ,New Jersey
16991,Dorchester,NJ,New Jersey
16992,Dorothy,NJ,New Jersey
16993,Dover,NJ,New Jersey
16994,Dumont,NJ,New Jersey
16995,Dunellen,NJ,New Jersey
16996,East Brunswick,NJ,New Jersey
16997,East Hanover,NJ,New Jersey
16998,East Orange,NJ,New Jersey
16999,East Rutherford,NJ,New Jersey
17000,Eatontown,NJ,New Jersey
17001,Edgewater,NJ,New Jersey
17002,Edison,NJ,New Jersey
17003,Egg Harbor City,NJ,New Jersey
17004,Egg Harbor Township,NJ,New Jersey
17005,Elizabeth,NJ,New Jersey
17006,Elizabethport,NJ,New Jersey
17007,Elmer,NJ,New Jersey
17008,Elmwood Park,NJ,New Jersey
17009,Elwood,NJ,New Jersey
17010,Emerson,NJ,New Jersey
17011,Englewood,NJ,New Jersey
17012,Englewood Cliffs,NJ,New Jersey
17013,Englishtown,NJ,New Jersey
17014,Essex Fells,NJ,New Jersey
17015,Estell Manor,NJ,New Jersey
17016,Ewan,NJ,New Jersey
17017,Fair Haven,NJ,New Jersey
17018,Fair Lawn,NJ,New Jersey
17019,Fairfield,NJ,New Jersey
17020,Fairton,NJ,New Jersey
17021,Fairview,NJ,New Jersey
17022,Fanwood,NJ,New Jersey
17023,Far Hills,NJ,New Jersey
17024,Farmingdale,NJ,New Jersey
17025,Flagtown,NJ,New Jersey
17026,Flanders,NJ,New Jersey
17027,Flemington,NJ,New Jersey
17028,Florence,NJ,New Jersey
17029,Florham Park,NJ,New Jersey
17030,Fords,NJ,New Jersey
17031,Forked River,NJ,New Jersey
17032,Fort Dix,NJ,New Jersey
17033,Fort Lee,NJ,New Jersey
17034,Fort Monmouth,NJ,New Jersey
17035,Fortescue,NJ,New Jersey
17036,Franklin,NJ,New Jersey
17037,Franklin Lakes,NJ,New Jersey
17038,Franklin Park,NJ,New Jersey
17039,Franklinville,NJ,New Jersey
17040,Freehold,NJ,New Jersey
17041,Frenchtown,NJ,New Jersey
17042,Garfield,NJ,New Jersey
17043,Garwood,NJ,New Jersey
17044,Gibbsboro,NJ,New Jersey
17045,Gibbstown,NJ,New Jersey
17046,Gillette,NJ,New Jersey
17047,Gladstone,NJ,New Jersey
17048,Glassboro,NJ,New Jersey
17049,Glasser,NJ,New Jersey
17050,Glen Gardner,NJ,New Jersey
17051,Glen Ridge,NJ,New Jersey
17052,Glen Rock,NJ,New Jersey
17053,Glendora,NJ,New Jersey
17054,Glenwood,NJ,New Jersey
17055,Gloucester City,NJ,New Jersey
17056,Goshen,NJ,New Jersey
17057,Great Meadows,NJ,New Jersey
17058,Green Creek,NJ,New Jersey
17059,Green Village,NJ,New Jersey
17060,Greendell,NJ,New Jersey
17061,Greenwich,NJ,New Jersey
17062,Grenloch,NJ,New Jersey
17063,Hackensack,NJ,New Jersey
17064,Hackettstown,NJ,New Jersey
17065,Haddon Heights,NJ,New Jersey
17066,Haddon Township,NJ,New Jersey
17067,Haddonfield,NJ,New Jersey
17068,Hainesport,NJ,New Jersey
17069,Haledon,NJ,New Jersey
17070,Hamburg,NJ,New Jersey
17071,Hammonton,NJ,New Jersey
17072,Hampton,NJ,New Jersey
17073,Hancocks Bridge,NJ,New Jersey
17074,Harrington Park,NJ,New Jersey
17075,Harrison,NJ,New Jersey
17076,Harrisonville,NJ,New Jersey
17077,Hasbrouck Heights,NJ,New Jersey
17078,Haskell,NJ,New Jersey
17079,Haworth,NJ,New Jersey
17080,Hawthorne,NJ,New Jersey
17081,Hazlet,NJ,New Jersey
17082,Heislerville,NJ,New Jersey
17083,Helmetta,NJ,New Jersey
17084,Hewitt,NJ,New Jersey
17085,Hibernia,NJ,New Jersey
17086,High Bridge,NJ,New Jersey
17087,Highland Lakes,NJ,New Jersey
17088,Highland Park,NJ,New Jersey
17089,Highlands,NJ,New Jersey
17090,Hightstown,NJ,New Jersey
17091,Hillsborough,NJ,New Jersey
17092,Hillsdale,NJ,New Jersey
17093,Hillside,NJ,New Jersey
17094,Ho Ho Kus,NJ,New Jersey
17095,Hoboken,NJ,New Jersey
17096,Holmdel,NJ,New Jersey
17097,Hopatcong,NJ,New Jersey
17098,Hope,NJ,New Jersey
17099,Hopewell,NJ,New Jersey
17100,Howell,NJ,New Jersey
17101,Imlaystown,NJ,New Jersey
17102,Ironia,NJ,New Jersey
17103,Irvington,NJ,New Jersey
17104,Iselin,NJ,New Jersey
17105,Island Heights,NJ,New Jersey
17106,Jackson,NJ,New Jersey
17107,Jersey City,NJ,New Jersey
17108,Jobstown,NJ,New Jersey
17109,Johnsonburg,NJ,New Jersey
17110,Juliustown,NJ,New Jersey
17111,Keansburg,NJ,New Jersey
17112,Kearny,NJ,New Jersey
17113,Keasbey,NJ,New Jersey
17114,Kendall Park,NJ,New Jersey
17115,Kenilworth,NJ,New Jersey
17116,Kenvil,NJ,New Jersey
17117,Keyport,NJ,New Jersey
17118,Kingston,NJ,New Jersey
17119,Lafayette,NJ,New Jersey
17120,Lake Hiawatha,NJ,New Jersey
17121,Lake Hopatcong,NJ,New Jersey
17122,Lakehurst,NJ,New Jersey
17123,Lakewood,NJ,New Jersey
17124,Lambertville,NJ,New Jersey
17125,Landing,NJ,New Jersey
17126,Landisville,NJ,New Jersey
17127,Lanoka Harbor,NJ,New Jersey
17128,Lavallette,NJ,New Jersey
17129,Lawnside,NJ,New Jersey
17130,Lawrence Township,NJ,New Jersey
17131,Layton,NJ,New Jersey
17132,Lebanon,NJ,New Jersey
17133,Ledgewood,NJ,New Jersey
17134,Leeds Point,NJ,New Jersey
17135,Leesburg,NJ,New Jersey
17136,LEH,NJ,New Jersey
17137,Leonardo,NJ,New Jersey
17138,Leonia,NJ,New Jersey
17139,Liberty Corner,NJ,New Jersey
17140,Lincoln Park,NJ,New Jersey
17141,Lincroft,NJ,New Jersey
17142,Linden,NJ,New Jersey
17143,Linwood,NJ,New Jersey
17144,Little Falls,NJ,New Jersey
17145,Little Ferry,NJ,New Jersey
17146,Little Silver,NJ,New Jersey
17147,Little York,NJ,New Jersey
17148,Livingston,NJ,New Jersey
17149,Lodi,NJ,New Jersey
17150,Long Branch,NJ,New Jersey
17151,Long Valley,NJ,New Jersey
17152,Longport,NJ,New Jersey
17153,Lumberton,NJ,New Jersey
17154,Lyndhurst,NJ,New Jersey
17155,Lyons,NJ,New Jersey
17156,Madison,NJ,New Jersey
17157,Magnolia,NJ,New Jersey
17158,Mahwah,NJ,New Jersey
17159,Malaga,NJ,New Jersey
17160,Manahawkin,NJ,New Jersey
17161,Manasquan,NJ,New Jersey
17162,Manchester Township,NJ,New Jersey
17163,Mantoloking,NJ,New Jersey
17164,Mantua,NJ,New Jersey
17165,Manville,NJ,New Jersey
17166,Maple Shade,NJ,New Jersey
17167,Maplewood,NJ,New Jersey
17168,Margate City,NJ,New Jersey
17169,Marlboro,NJ,New Jersey
17170,Marlton,NJ,New Jersey
17171,Marmora,NJ,New Jersey
17172,Martinsville,NJ,New Jersey
17173,Matawan,NJ,New Jersey
17174,Mauricetown,NJ,New Jersey
17175,Mays Landing,NJ,New Jersey
17176,Maywood,NJ,New Jersey
17177,Mc Afee,NJ,New Jersey
17178,Medford,NJ,New Jersey
17179,Medford Lakes,NJ,New Jersey
17180,Mendham,NJ,New Jersey
17181,Merchantville,NJ,New Jersey
17182,Metuchen,NJ,New Jersey
17183,Mickleton,NJ,New Jersey
17184,Middlesex,NJ,New Jersey
17185,Middletown,NJ,New Jersey
17186,Middleville,NJ,New Jersey
17187,Midland Park,NJ,New Jersey
17188,Milford,NJ,New Jersey
17189,Millburn,NJ,New Jersey
17190,Millington,NJ,New Jersey
17191,Millstone Township,NJ,New Jersey
17192,Milltown,NJ,New Jersey
17193,Millville,NJ,New Jersey
17194,Milmay,NJ,New Jersey
17195,Mine Hill,NJ,New Jersey
17196,Minotola,NJ,New Jersey
17197,Mizpah,NJ,New Jersey
17198,Monmouth Beach,NJ,New Jersey
17199,Monmouth Junction,NJ,New Jersey
17200,Monroe Township,NJ,New Jersey
17201,Monroeville,NJ,New Jersey
17202,Montague,NJ,New Jersey
17203,Montclair,NJ,New Jersey
17204,Montvale,NJ,New Jersey
17205,Montville,NJ,New Jersey
17206,Moonachie,NJ,New Jersey
17207,Moorestown,NJ,New Jersey
17208,Morganville,NJ,New Jersey
17209,Morris Plains,NJ,New Jersey
17210,Morristown,NJ,New Jersey
17211,Mount Arlington,NJ,New Jersey
17212,Mount Ephraim,NJ,New Jersey
17213,Mount Freedom,NJ,New Jersey
17214,Mount Holly,NJ,New Jersey
17215,Mount Laurel,NJ,New Jersey
17216,Mount Royal,NJ,New Jersey
17217,Mount Tabor,NJ,New Jersey
17218,Mountain Lakes,NJ,New Jersey
17219,Mountainside,NJ,New Jersey
17220,Mullica Hill,NJ,New Jersey
17221,National Park,NJ,New Jersey
17222,Navesink,NJ,New Jersey
17223,Neptune,NJ,New Jersey
17224,Neshanic Station,NJ,New Jersey
17225,Netcong,NJ,New Jersey
17226,New Brunswick,NJ,New Jersey
17227,New Egypt,NJ,New Jersey
17228,New Gretna,NJ,New Jersey
17229,New Lisbon,NJ,New Jersey
17230,New Milford,NJ,New Jersey
17231,New Providence,NJ,New Jersey
17232,New Vernon,NJ,New Jersey
17233,Newark,NJ,New Jersey
17234,Newfield,NJ,New Jersey
17235,Newfoundland,NJ,New Jersey
17236,Newport,NJ,New Jersey
17237,Newton,NJ,New Jersey
17238,Newtonville,NJ,New Jersey
17239,Norma,NJ,New Jersey
17240,Normandy Beach,NJ,New Jersey
17241,North Arlington,NJ,New Jersey
17242,North Bergen,NJ,New Jersey
17243,North Brunswick,NJ,New Jersey
17244,Northfield,NJ,New Jersey
17245,Northvale,NJ,New Jersey
17246,Norwood,NJ,New Jersey
17247,Nutley,NJ,New Jersey
17248,Oak Ridge,NJ,New Jersey
17249,Oakhurst,NJ,New Jersey
17250,Oakland,NJ,New Jersey
17251,Oaklyn,NJ,New Jersey
17252,Ocean City,NJ,New Jersey
17253,Ocean Gate,NJ,New Jersey
17254,Ocean Grove,NJ,New Jersey
17255,Ocean View,NJ,New Jersey
17256,Oceanport,NJ,New Jersey
17257,Oceanville,NJ,New Jersey
17258,Ogdensburg,NJ,New Jersey
17259,Old Bridge,NJ,New Jersey
17260,Oldwick,NJ,New Jersey
17261,Oradell,NJ,New Jersey
17262,Orange,NJ,New Jersey
17263,Oxford,NJ,New Jersey
17264,Palisades Park,NJ,New Jersey
17265,Palmyra,NJ,New Jersey
17266,Paramus,NJ,New Jersey
17267,Park Ridge,NJ,New Jersey
17268,Parlin,NJ,New Jersey
17269,Parsippany,NJ,New Jersey
17270,Passaic,NJ,New Jersey
17271,Paterson,NJ,New Jersey
17272,Paulsboro,NJ,New Jersey
17273,Peapack,NJ,New Jersey
17274,Pedricktown,NJ,New Jersey
17275,Pemberton,NJ,New Jersey
17276,Pennington,NJ,New Jersey
17277,Penns Grove,NJ,New Jersey
17278,Pennsauken,NJ,New Jersey
17279,Pennsville,NJ,New Jersey
17280,Pequannock,NJ,New Jersey
17281,Perth Amboy,NJ,New Jersey
17282,Phillipsburg,NJ,New Jersey
17283,Picatinny Arsenal,NJ,New Jersey
17284,Pine Beach,NJ,New Jersey
17285,Pine Brook,NJ,New Jersey
17286,Piscataway,NJ,New Jersey
17287,Pitman,NJ,New Jersey
17288,Pittstown,NJ,New Jersey
17289,Plainfield,NJ,New Jersey
17290,Plainsboro,NJ,New Jersey
17291,Pleasantville,NJ,New Jersey
17292,Pluckemin,NJ,New Jersey
17293,Point Pleasant Beach,NJ,New Jersey
17294,Pomona,NJ,New Jersey
17295,Pompton Lakes,NJ,New Jersey
17296,Pompton Plains,NJ,New Jersey
17297,Port Elizabeth,NJ,New Jersey
17298,Port Monmouth,NJ,New Jersey
17299,Port Murray,NJ,New Jersey
17300,Port Norris,NJ,New Jersey
17301,Port Reading,NJ,New Jersey
17302,Port Republic,NJ,New Jersey
17303,Pottersville,NJ,New Jersey
17304,Princeton,NJ,New Jersey
17305,Princeton Junction,NJ,New Jersey
17306,Quakertown,NJ,New Jersey
17307,Quinton,NJ,New Jersey
17308,Rahway,NJ,New Jersey
17309,Ramsey,NJ,New Jersey
17310,Rancocas,NJ,New Jersey
17311,Randolph,NJ,New Jersey
17312,Raritan,NJ,New Jersey
17313,Readington,NJ,New Jersey
17314,Red Bank,NJ,New Jersey
17315,Richland,NJ,New Jersey
17316,Richwood,NJ,New Jersey
17317,Ridgefield,NJ,New Jersey
17318,Ridgefield Park,NJ,New Jersey
17319,Ridgewood,NJ,New Jersey
17320,Ringoes,NJ,New Jersey
17321,Ringwood,NJ,New Jersey
17322,Rio Grande,NJ,New Jersey
17323,River Edge,NJ,New Jersey
17324,Riverdale,NJ,New Jersey
17325,Riverside,NJ,New Jersey
17326,Riverton,NJ,New Jersey
17327,Rochelle Park,NJ,New Jersey
17328,Rockaway,NJ,New Jersey
17329,Rocky Hill,NJ,New Jersey
17330,Roebling,NJ,New Jersey
17331,Roosevelt,NJ,New Jersey
17332,Roseland,NJ,New Jersey
17333,Roselle,NJ,New Jersey
17334,Roselle Park,NJ,New Jersey
17335,Rosemont,NJ,New Jersey
17336,Rosenhayn,NJ,New Jersey
17337,Rumson,NJ,New Jersey
17338,Runnemede,NJ,New Jersey
17339,Rutherford,NJ,New Jersey
17340,Saddle Brook,NJ,New Jersey
17341,Saddle River,NJ,New Jersey
17342,Salem,NJ,New Jersey
17343,Sayreville,NJ,New Jersey
17344,Schooleys Mountain,NJ,New Jersey
17345,Scotch Plains,NJ,New Jersey
17346,Sea Girt,NJ,New Jersey
17347,Sea Isle City,NJ,New Jersey
17348,Seaside Heights,NJ,New Jersey
17349,Seaside Park,NJ,New Jersey
17350,Secaucus,NJ,New Jersey
17351,Sergeantsville,NJ,New Jersey
17352,Sewaren,NJ,New Jersey
17353,Sewell,NJ,New Jersey
17354,Shamong,NJ,New Jersey
17355,Shiloh,NJ,New Jersey
17356,Short Hills,NJ,New Jersey
17357,Shrewsbury,NJ,New Jersey
17358,Sicklerville,NJ,New Jersey
17359,Skillman,NJ,New Jersey
17360,Somerdale,NJ,New Jersey
17361,Somers Point,NJ,New Jersey
17362,Somerset,NJ,New Jersey
17363,Somerville,NJ,New Jersey
17364,South Amboy,NJ,New Jersey
17365,South Bound Brook,NJ,New Jersey
17366,South Dennis,NJ,New Jersey
17367,South Hackensack,NJ,New Jersey
17368,South Harrison Township,NJ,New Jersey
17369,South Orange,NJ,New Jersey
17370,South Plainfield,NJ,New Jersey
17371,South River,NJ,New Jersey
17372,South Seaville,NJ,New Jersey
17373,Southampton,NJ,New Jersey
17374,Sparta,NJ,New Jersey
17375,Spotswood,NJ,New Jersey
17376,Spring Lake,NJ,New Jersey
17377,Springfield,NJ,New Jersey
17378,Stanhope,NJ,New Jersey
17379,Stanton,NJ,New Jersey
17380,Stewartsville,NJ,New Jersey
17381,Stillwater,NJ,New Jersey
17382,Stirling,NJ,New Jersey
17383,Stockholm,NJ,New Jersey
17384,Stockton,NJ,New Jersey
17385,Stone Harbor,NJ,New Jersey
17386,Stratford,NJ,New Jersey
17387,Strathmere,NJ,New Jersey
17388,Succasunna,NJ,New Jersey
17389,Summit,NJ,New Jersey
17390,Sussex,NJ,New Jersey
17391,Swartswood,NJ,New Jersey
17392,Swedesboro,NJ,New Jersey
17393,Tabernacle,NJ,New Jersey
17394,Teaneck,NJ,New Jersey
17395,Tenafly,NJ,New Jersey
17396,Tennent,NJ,New Jersey
17397,Teterboro,NJ,New Jersey
17398,Thorofare,NJ,New Jersey
17399,Three Bridges,NJ,New Jersey
17400,Titusville,NJ,New Jersey
17401,Toms River,NJ,New Jersey
17402,Totowa,NJ,New Jersey
17403,Towaco,NJ,New Jersey
17404,Township Of Washington,NJ,New Jersey
17405,Tranquility,NJ,New Jersey
17406,Trenton,NJ,New Jersey
17407,Tuckahoe,NJ,New Jersey
17408,Tuckerton,NJ,New Jersey
17409,Union,NJ,New Jersey
17410,Union City,NJ,New Jersey
17411,Vauxhall,NJ,New Jersey
17412,Ventnor City,NJ,New Jersey
17413,Vernon,NJ,New Jersey
17414,Verona,NJ,New Jersey
17415,Vienna,NJ,New Jersey
17416,Villas,NJ,New Jersey
17417,Vincentown,NJ,New Jersey
17418,Vineland,NJ,New Jersey
17419,Voorhees,NJ,New Jersey
17420,Waldwick,NJ,New Jersey
17421,Wallington,NJ,New Jersey
17422,Wallpack Center,NJ,New Jersey
17423,Wanaque,NJ,New Jersey
17424,Waretown,NJ,New Jersey
17425,Warren,NJ,New Jersey
17426,Washington,NJ,New Jersey
17427,Watchung,NJ,New Jersey
17428,Waterford Works,NJ,New Jersey
17429,Wayne,NJ,New Jersey
17430,Weehawken,NJ,New Jersey
17431,Wenonah,NJ,New Jersey
17432,West Berlin,NJ,New Jersey
17433,West Creek,NJ,New Jersey
17434,West Long Branch,NJ,New Jersey
17435,West Milford,NJ,New Jersey
17436,West New York,NJ,New Jersey
17437,West Orange,NJ,New Jersey
17438,West Windsor,NJ,New Jersey
17439,Westfield,NJ,New Jersey
17440,Westville,NJ,New Jersey
17441,Westwood,NJ,New Jersey
17442,Wharton,NJ,New Jersey
17443,Whippany,NJ,New Jersey
17444,Whitehouse,NJ,New Jersey
17445,Whitehouse Station,NJ,New Jersey
17446,Whitesboro,NJ,New Jersey
17447,Wickatunk,NJ,New Jersey
17448,Wildwood,NJ,New Jersey
17449,Williamstown,NJ,New Jersey
17450,Willingboro,NJ,New Jersey
17451,Windsor,NJ,New Jersey
17452,Winslow,NJ,New Jersey
